id	document	label
209	영화가 굳이 감성 멜로 컨셉으로 예쁘지 않아도 됬었는데...아프고 슬프고 설레기 보다는...아프고 우울하고 처연하다. 초라하고. 근데 왜 둘은 헤어진거죠? 그거에 대한 설명도 없이 중간도 없이 그냥 바로 이별... 한지민님 너무 예쁘고 진짜 조제랑 잘 어울리시는데요. 우울하고 어두운 연기 잘하시긴 했어요. 근데 정말 발음이 너무 웅얼웅얼 거려서 안들렸어요. 그냥 원작과 다른 영화라고 생각하고 보면 됩니다. 무슨 조제를 무기력하고 우울한 식당 이모를 만들어놨을까... 처연함 우울함 무기력 무력함 루즈함 연민 멜로 잔잔한 낭만 감성 조용하고 우울하고 예쁜 멜로 이야기.원작 리메이크 아니고 소재만 같은 아얘 다른 영화.남주 여주 수동적이고 얘매한 어정쩡한 캐릭터.특히 커피 위스키 이야기 할 때마다 오글.“오~ 바디감.”“바디감이 좋네. 커피 어디꺼야?”이런 오글 대사 진짜... 하...조제에서 최악의 대사라고 생각하는 것 하나는“사람들에게 다 말할거야. 몸도 성치 않은 날 범했다고.”여기서 조제는 수동적이고, 의존적인 캐릭터....	0
210	엥 나만 재밌게 봤나? 댓글이 다 왜이럼? 전체적이게 스릴있고 코미디 넣어가면서 잘 만든것 같은데...	1
211	무슨말을 하고 싶은지는 알겠는데 왜 이렇게 말하는지 모르겠는 영화홈즈의 이름이 아까운 추리영화 개연성도 없고 유치한 내용 지루함	0
212	애착형성의 중요성 단지 학교에서 배우는 교육만이 교육의 전부가 아니다	1
213	감동 이상의 감동이네요모두가 영웅...좀더 멋지게 살아야겠단 의욕 팍팍 듭니다미국이란 나라의 대부분의 면모가 싫지만 이런정신은 넘 좋습니다	1
214	너무 재밌네~;; 당황스러울 만큼.. 어쩜 이렇게 미묘한 심리들을 잘 표현해내지~?;; 홍감독님이 대단하긴함.. 영화 몰입도가 엄청나네.. 내가 파리 살다가 온 것 같은 기분.. ㅋ	1
215	소피랑 하울이 애틋한게 마음에 들어요마지막까지도 여운이 길어서 평점남겨욤	1
216	배우들 연기력 쩔고 스토리 전개 빠르고 반전에 반전~  오랜만에 마시는 싸이다~~	1
217	ㅋ대배우대거등장 조진웅씨는 이름도 못올렸을때 찾아보는재미쏠쏠	1
218	유아인배우 힘들었을듯..서서히 살빠지는 모습 보이는게 왠지 진짜 시간이 흐른듯 했어요..다른분들은 디테일하게 본듯한데 영화는 영화니까요~저는 재미있게 봤어요^^박신혜 유아인연기 짱~!!	1
219	시간 가는줄 모르고 봤네요..	1
220	시간 가는줄 모르고 봤네요..	1
221	스토리 배우의 연기 뭐하나 빠지지않는 영화! 너무 재밌게 봤어요~	1
222	알바천국 알바천국  알바천국	0
223	OCN에서 하길래 아무기대없이 보다가 왠걸 볼수록 빠져드네 2부 광고때 잠검하니 와우 버닝썬 바탕 실화? ㅎㄷㄷ..알고나서 보니 더 흥미롭더라는~	1
224	굿쟙입니다 너무재밌어요><!	1
225	볼 때 잠시나마 심장이 뛰고 행복했다.인생 영화♡	1
226	존잼인데  제목때문에 공상과학 영환줄 ㅋㅋ	1
227	좋네요 이런 거 최고야 멋져	1
228	정말 재미있어요 감동.웃음.명연기웃다가.울다가마음이 따뜻해져서 갑니다	1
229	감동적이고 슬픕니다.아이들과 보기에 아주 좋은 영화 입니다.	1
230	무....섭....다 띠리링~~~	1
231	스토리가 좀 시작하는줄 ㅎ 흑인여자.정부 복수해야지 담편기대 ㅎ	0
232	너무나 잘알겠는 고통.만리장성에  끼어밌는 짱돌하나의 몸부림. 인간인데 짱돌을 강요당하는 비애.  어디선가 누군가 손해를 보ㅏ야지만 끝날얘기	1
233	영상미, 디테일, 배우들 목소리연기매 장면이 지나갈때마다 놀라운 영화	1
234	아주 현실적인 캐릭터를 가지고 그들의 이야기를 온전히 노래에 담아낼때는 어느 다큐멘터리보다 공감되면서 어느 로맨스 영화보다 사랑스럽다. 평범한 사람들의 한때에 사랑이야기를 노래를 통해 들려주며 공감과 로맨스 그리고 즐거움을 잡은 영화 once는 극적인 영상미, 화려한 배우 없이도 충분히 공감대를 완성하고 풋풋한 분위기를 연출할 수 있다는걸 증명한 아름다운 유리 조각 같은 영화.	1
235	양동근씨가 계속 짠했을뿐ㅜㅜ 실력파 배우들 데리고 이게 맨인블랙 감성이었다니...ㄷㄷㄷ새로운 시도라고 하기에도 이도저도 아니고 서사 근본 깡그리 무시된 그냥 내맘대로 영화였음..아주아주 힘들이지않고 쓰기만하면 되는 내용^^앞뒤 생각할거 일도없는 근데 평점8점 넘는거 실화냐...양심도 죽지않는 인간들일세 감독이 돈이 많으신가	0
236	선우용여,박근형 배우님 대화할때 눈물 왈칵 쏟았어요 ㅠ	1
237	말 할 것도 없이 최고였습니다	1
238	요즘 너무 삭막한 세상순수한 꼬마보면서 위로받았어요	1
239	아름다운 색감과 영상미와 대조된 참혹한 현실을 너무나도 잘 표현이 된 것 같습니다. 어떠한 악역도 없는 그저 힘들게 사는 이들을 잘 담은 영화인 것 같습니다. 너무 재밌게 봤습니다.	1
240	임신과 결혼 출산이 한 여성의 인생을 얼마나 힘들게 만드는가.. 희생하게 만드는가에 대해 우리 사회가고민해야할 문제들이 담겨있다. 여성이 왜 가사일과 돌봄노동을 해야하며 주인공 진영의 말대로 모두 손 발 자우로운 성인인데 왜 식사준비 설거지 등등 뒷치닥거리는 여성들의 몫이여야만 하는가...	1
241	뭔가 다른 세계를 엿본듯그냥그대로 만나보면될듯머리로 말고 직감으로 ㅋ	1
242	그 복잡한 역학관계.. 참 어렵습니다~ 입은 꾹꾹 닫고, 지고 사는 며느리 입장이라 공감백배네요.	1
243	일본 원작보다도 오히려 더 좋았습니다. 영석이와 사랑했던 기억만으로도 더이상 외롭지 않은 조제의 이야기. 마지막 엔딩에 흐르던 아이유의 자장가는 감독이 조제에게 들려주고 싶은 노래라고. 특히 두 배우의 연기는 흠잡을 수 없을만큼 완벽	1
244	너무 쓸데없이 잔인하고 웃긴 장면도 있었지만 볼만한 정도였다. 뭐 마약을 둘러싼 범죄 액션 영화인데 로맨스도 있고 그냥 장르를 섞었다. 이 영화 감독 영화를 안봤지만 그게 이 감독의 스타일인듯 싶다. 초중반은 뭐 흥미롭게 흘러가다가 후반부에 스토리가 산으로 가는 느낌을 받았다. 소메타니 쇼타 보여준 엉성하고 어설픈 야쿠자의 모습은 현실성이 있었다. 이 영화는 이상하게 남여주가 눈에 안보이고 백키와 소메타니 쇼타만 보였다. 그리고 어이가 없었던 장면은 마지막에 애니로 대처한 것은 제작비가 부족했다고 쳐도 야쿠자 하나 잡을라고 경찰차가 그렇게 많이 지나가는 게 어이가 없었음.. 그냥 뭐 킬링타임으로는 좋은 거 같다.	1
245	결혼하기전에 결혼할 생각도 없는 아들 여친 직장에 전화걸어 고양이 키우면 결혼 못한다는 유별난 시애미 걸린걸 와이프 사주탓하는 한남 클라스.	1
246	블랙코미디와 최정점에 있는 영화 마지막 엔딩크레딧이 블랙코미디의 진수였다는 것을 보여준다 영화 ㅈ도 모르는 애들이 떠들 수 있는 영화가 아니다	1
247	대본 읊는 것만으로도 벅차고 힘겨운 배우들... 왠지 모를 민망함은 관객의 몫. 꼴값도 안되는 영화.	0
248	남편의 주관적인 시각이 드러나는 영화라 너무 그랬네요..마지막 장면에 왜 시어머니만 며느리 등급을 매기죠? 고기 사나요?? 며느리가 무슨 한우인가요? 본인은 중간에서 새우등 터진다고 억울해하지만 진정 모든 관점을 두루 아우르는 감독이 되고싶다면 생각해보시길 누가 센스없게 그 고래등 싸움들 만들었는지 이건 뭐 적어도 남편이 결말까지 부인편도 아닌거 같은걸..	0
249	전종서 연기 진짜 미쳤음. 진짜 원래 미친년 같음. 완전 무서웠음	1
250	어이없는 영화다  살인을  세뇌시키다니	0
251	불친절하지만 섹시하다. T팬티를 처음 착용한 느낌.	1
252	이 가부장 꼰대공화국에 세뇌되어 살아온 모든 B급 시어머니들이 반드시 보고 정신차렸으면. 스스로 시댁 노예를 자처하면서 대물림하는걸 명예로 여기는 노예근성을 왜 며느리에게까지 강요하는지! 며느리들이여 절대 속지말고 영원히 b급 며느리로 나쁜 며느리로 살아가자! 그리고 더 나쁜 c급 d급 며느리를 기쁘게 맞이하자!	1
253	정의로운 경찰 썩어빠진 검찰 ㅋㅋ 문재앙과 젓국이 스폰했냐? ㅎㅎㅎㅎ 아 탁가 변태 색희겠구낰ㅋㅋㅋㅋ	0
254	케이블에서 특가로 단돈 100원이라 보고 있는데...시간이 아까워서 그냥 꺼야겠다	0
255	진영씨 너무 사랑스럽다	1
256	이거 평점이 대체 왜 이리 높음? 박정민하고 아역 빼면 볼게 없음 그냥 스토리도 없고 중국 스타일 액션 과장	0
257	가족영화 최고!!!!	1
258	감상 후 한동안 가슴이 먹먹했다.	1
259	세번잤다. 인셉션,인스텔과는 좀 다르다.	0
260	진짜 끝까지 긴장을 늦출수 없게 만드는 영화.. 미친 살인마 광기 어린 영숙이 ㅜㅜ 전종서 배우에게 엄청 빠져버렸습니다ㅠㅠㅠ 피칠갑해서 손으로 입닦을때 정말,,,, 언니 하고싶은거 다해,,	1
261	엄마 아빠가 행복해야 아이도 행복해질텐데.. 시부모님도 잘아셨으면.. 난 신혼때 이렇게 할거면 연락하지 말라고 했었지.. 빌린돈도 일OO로 이체했더니 버린 자식 취급 받았었는데.. 결국 시간이 약임.. 손주는 신약이고..ㅠㅠ	1
262	전종서 꿈에 나올까 겁난다	1
263	신념을 위했다고 포장하지만 자신이 추구하는걸 지나치게 폭력적이고 잔인하게 해결했다고 볼 수 밖에 없음. 사형찬성자는 악마이자 덜 떨어진 무식쟁이고 반대자는 천사고 깨시민이며 자유수호를 위해 죽음마저 불사한다는 이상한 논리를 시전하여 매우 불편함. 신기하게도 이런 류의 사람들은 형사사건에서 가해자의 인권만 생각하고 피해자에 대한 개념은 완전히 상실해버렸지. 이렇게 생각해야 깨어있는 시민이고 지식인이다 라는 환상에 빠져 사는 부류라 여겨짐. 제대로 낚인 기자만 불쌍함.	0
264	개봉한지가 언제인데 이제서야 제대로 봤네요이야기 전개와 연계가 탄탄하고 충분히 재밌었어요.등장 인물들 모두 저마다의 캐릭터와 이야기를 가지고 있고, 누가 주연이고 조연이고를 나누기 어려울 정도로 이야기 전개의 기여도가 높고 상당히 유기적이네요.특히 경비가 또다른 자아와 다투고 새엄마가 죽은 딸을 계속 보는 것이 인물 내면의 갈등과 이야기를   전개 시키는 새로운 방법인것 같네요한국인이 좋아하는 기승전 전개와 마지막에 훈훈한 마무리가 단조로울 수도 있지만 이야기의 긴장구성이 훌륭해서 오히려 편안하게 다가 옵니다.	1
265	안보고 사는게  좋겠다.	0
266	뭔가 슬퍼요..ㅠㅠ 재밌습니다	1
267	거짓되고 허황된 이익을 위한 영화가 아닌진실되고 진정성있는 정말 사람을 위한 영화초등학생 아들이 너무 감동받았다면서자기는 생명을지키고 아내를 사랑해주는 남편이 되겠다고 합니다~성을 가볍게만 여기는 영화 아이돌 같은 문화가 팽배한 이때 정말 경종을 울리는 영화라고 단언합니다진짜 여성인권을 위한다면사실을현실을 보게해주세요	1
268	엄청 재밌네요. 이웃사람 다시보고 싶어요.	1
269	내 인생 최고의 영화	1
270	이게 영화냐? 공짜로 봐도 돈 아깝다	0
271	너무 화나서 눈물나는 영화....	1
272	양자물리학 정말 재밌네요 배우들 연기도 너무 잘하시네요~♡	1
273	교과서 적인 스토리 전개에 투명인간이라는 철지난 소재를 붙였음에도 연출을 오지게 잘하여 오지게 잼있었음.	1
274	재미없다는 사람들은 1,2 다시 보고오세요...	1
275	잼나요 왜 흥행이 안댓는지ㅜ 헐완전 잼나네요  추천	1
276	내가 초등학생이란 어린 나이 때에도 재밌다고 이 시간까지 오면서 5번 넘게 본 유일한 영화다.캐릭터, 연출, 짜임, 스토리 모두 즐겁게 볼 수 있고 볼때마다 새록새록 재미를 느낀다.개인적으로 좋아하는 장면은 치매무당할머니가 나오는 대사씬이다	1
277	잊을만 하면 보는 영화군대를 다녀왔던 사람들은 공감하는 그런영화난 탱크가 좋아. 란 대사가  참 깊이 와닿는다브래드피트 는 젊었을때 얼군때문언 연기가 가려져 빛을 못봤지만 중년이 되면서 점점  연기가 물오른듯 한다  우리나라 배우 이병헌도 나이들면서 물 오른 것처럼	1
278	하....욕도아깝다.	0
279	보수적인편인 남자로써 평소에 여성을 주제로 권력에 대항하는걸 그린 작품들을 보면 괜히 기분이 안좋아졌다. 하지만 이 영화는 이런 내가 오히려 그녀들을 응원하고 싶게끔 잘 표현했다. 억지로 만드는 감동과 스토리 전개가 아닌 자연스러운 유쾌함과 감동을 선사해주었다. 최근에 본 영화중에 가장 돈 아깝지 않았다. 다른 경쟁작들에 비해 월등히 잘 만들었지만 코로나때문에 제대로 빛을 발하지 못한것 같아 아쉽다.	1
280	b	1
281	놀란 감독 약빨고 만듬?선넘내 이감독..엄청기대했는데 졸작..	0
282	기대안하고 봤는데 씹스티스 좆그 보다 백만배는  재밌다	1
283	재밌기만한디요그럼 이명박근혜를 미화하리? 일베놈들 ㅉ	1
284	아수라가 생각나는 영화.	0
285	나만 어렸을때 재밌게 봤나...	1
286	배우의 연기, 스토리, 감동 모두 수준급인 수작. 맷 데이먼과 클레어 데인즈의 리즈시절 외모를 보는 것만으로도 남는 영화이다. 개인적으로는 대니 드비토의 연기는 정말 감탄스럽다.	1
287	메멘토의 끝이자 시작의 역촬영.덩게르크의 시점의 다변화. 인셉션 꿈속의 꿈같은 인버전의 인버전.인터스텔라의 시공간속 공간.이 모든 영화들이 다 들어있다.	1
288	내가 너무 좋아하는 배우들참 좋~~~다	1
289	Whisper Of The Heart	0
290	빈속으로 봤어도 큰일날 정도는 아닌거 같긴함	1
291	에미넴형.... 사랑해... 나 죽어..,	1
292	웃으며 재밌게 잘 봤어요 ㅎㅎ 가족영화로 추천!!!	1
293	마지막 대사에서 디카프리오 눈빛을 잊을 수가 없다	1
294	순한 맛 미이케 다카시. 잔인한 장면도 별로 없고(물론, 그의 영화 기준이다.) 삶의 희망과 사랑을 얘기한다. 맹자의 인의를 얘기하다니니 와우 이건 너무 일종의 개과천선 아닌가. 첫사랑의 순수함, 진실함 그리고 간절함을 잊지 말고 살자는 건가보다. 감독도 이제 나이가들어가는 지 ... 순해지네. 결국은 희망과 사랑이라.	1
295	심각하게 미성숙한 삼각관계를 이어나가는데 몸짱과 얼짱 사이의 미녀라서 비주얼적으로 있어보이게 연출됐을 뿐. 스토리에 과몰입해서 러브라인을 비난하는게 아니고, 억지로 삼각 관계를 유지하기 위해 주연 셋의 정신연령을 낮춰버린게 문제다. 뱀파이어와 늑대인간 사이의 역사와 볼투리가, 그리고 새로이 등장하는 악의 세력이 엮이게 된 배경 스토리는 충분히 괜찮았다고 보는데, 이 삼각관계 때문에 집중이 안돼서 이마저도 흐트러져 버렸다. 몸짱과 얼짱이 서로 견제하며 자신을 사랑해주는 낭만을 꿈꾸는 사춘기 여성이 대리만족 하면서 보기에는 최적의 영화.	0
296	인버전된 물체의 의미가 중요 포인트인데 아무의미 없는 이게 모야	0
297	평점이 어떻게 이러지 당연히 최소 8.5 이상일 줄	1
298	성공하기 위해 다리 벌려서 유명세와 부를 누려 놓고선 퇴임할 땐 그걸 성추행이라고 협박해서 거액을 뜯어내는 영화. 그건 성추행이 아니라 성매매라고 부르는 것이다. 갈보들의 어처구니 없는 궤변을 대변하는 영화.	0
299	다들 왜 평점이 낮다고들 하는지ㅋㅋ8후반대 평점이 낮다? 높고 낮다에 기준은 9인가? 정신병자들인가?	1
300	아기가 그렇게 살려고 엄마 뱃속에서 도망치는 모습이 정말 충격이었고, 낙태약물이 몸에 얼마나 나쁜지 알았다. 주인공 여자가 엄청 고집이 센데도 다들 너무 기다려주는 모습들에 놀랐고, 주인공 여자가 고집이 세도 보통 센 계 아니라 대단하구나 했다. 낙태회사 정말 가증스럽다. 이혼도 결혼도 참 쉽게  하더라.강추!	1
301	작화이쁘으으~~~특전너무이쁘으으~~~노래너무너무좋아브르~~~	1
302	넷플릭스로 봐서 참 다행입니다. 극장가서 봤음 눈물날뻔 했어요.  모하비 광고라는 댓글에 공감추가여	0
303	실화라는 사실에 놀라고 안젤리나 졸리에 또 놀람.	1
304	결말 예측가능해서 실망.. 영화중간부터 설마 이거아냐? 했는데 진짜 이거네...배우들이 연기를 잘해서 몰입은 잘됐음	1
305	이제서야 제대로 감상-...가슴찡한 여운이 남는다 벌써 16년전이라니 배우들모두 젊다~~	1
306	2020년에도 전혀 올드하지 않은 스토리와 영상미, 두 주인공의 엄청난 액션에 심장이 쫄깃거리며 손에 땀이 물처럼 흘러내리는 심리적 압박감까지! 보통 아이요!!	1
307	복잡한 서사를 익살스럽게 잘 표현함	1
308	임팩트도없고 1점도 아깝네	0
309	아겁나웃겨ㅋㅋ 평점별로여서 기대안하고 봤는데ㅋㅋ욱겨ㅋㅋㅋㄱ	1
310	아... 진짜 너무 재미없어.. 결제한게 아까워서 이틀에걸쳐 겨우 끝까지 봤다 ㅠㅠ	0
311	먼저 이 영화를 극장에서 본 1,681명의 관객들에게 위로를 전한다. 영화를 보며 처음엔 일부러 B급 감성으로 만든건가 의심했고, 중간엔 꺼버리고 싶었으나 여기까지 본 시간이 아까워 그냥 봤고, 마지막엔 마치 2편을 생각한 감독의 과감함에 넋을 잃으며 두시간이라는 소중한 시간을 내 인생에서 잃었다. 마지막으로 이 영화의 장르는 개그라고 생각한다.	0
312	예전에는 정말 재밌게 봤지만 지금 다시보니 생각이 바뀐다. 정말 그때 내가 제대로 본 게 맞은 걸까??	1
313	베키는 레이첼 맥아담스였고, 레이첼 맥아담스는 베키 그자체였다. 그녀의 사랑스러움은이 영화에서도 여전히 통했다	1
314	포스터 마동석 때문에 꺼려진 영화... 마동석님 러블리~~	1
315	나만 당할순 없지 개꿀잼 기발한 연출 완벽한 개연성 스토리 액션 그래픽 배우연기거기에 감동까지 월드클래스 영화입니다 기생충 잡을듯	1
316	놀랍다. 이런 영화를 만들어낼 수 있다니...	1
317	전개가 너무 신선해서 너무 재밌는데 너무너무너무 무서워요 심장이 터질거같음	1
318	이런 장르 자체에 스토리가 있는게 불가능 하다고 생각함꽤나 긴장감있고 땀 흐름, 솔직히 내용이 술래잡기는 맞는데 거기서 배우 연기, 연출, 배경 이런거 등등 분위기가 바뀔 수 있는데 난 나름대로 잘 만든 영화라고 생각함괜히 넷플릭스가 그돈주고 샀겠니. 근데 오히려 더 잔인하게 만들어서 청불로 내는것도 나쁘진 않았다고 생각되는데 그런부분이 조금 아쉽네 재밌어요 대신 시간 많을 때 보세요	0
319	스포츠 영화 원래 잘 즐겨 안 보는데 이건 좋은 영화 였다.	0
320	헝거게임 좋아하면 좋아할듯이런 스토리랑 장르있는 액션 너무 좋다	1
321	다른 한국 드라마 영화와는 다른 독특한 매력으로 감명 있게 본 작품 이었다.	0
322	순수한 마츠코, 사랑받지 못한 마츠코, 그래서 더 불행한 마츠코. 환하게 피어난 초 봄의 목련처럼 마츠코는 눈이 부시게 순수해서 시든 뒤 더 초라했다.	1
323	할 말이 없다. 별로니까.	0
324	회전목마 부분만 웃기고 나머지는 글 쓰기도 싫다.	0
325	평점에 속지 말자. 지루하기만 하다.	0
326	아으 지루해.. 평점 너무 높다;;	0
327	몰입감이 너무 좋아요 추천	1
328	이정진 다리깐게 조진웅이었네	1
329	기독교인이 아니라고 해도 무난히 볼만한 애니메이션. 재미와 액션은 보통인데, 결말은 인상적이다.	0
330	의외로 괜찮 잔잔하게 보기 좋음	1
331	진이 정말 멋있게 나왔군요~	1
332	재밌게 잘 봤습니다. 재밌어요.	1
333	중반까진 유튜브에서 영상으로 많이 봐서 괜찮았는데 결말부분 보고 빡쳐서 죽을 뻔 했다ㄷㄷ 이 번 년도의 내 빡침은 이 영화가 다 가져갔다. 서연이 무선전화 연락 온 거 안 받고 버렸으면 다 안 죽었어 (+검색할때 오영숙 이름 검색 진작에 했었어도 다 안죽었다^^)	0
334	마블 총 시리즈 몇번을 돌려봐도 질리지 않고 항상 엔드게임에서 맨날 눈물바람 ㅠㅠㅠ 어벤져스 또 나와주세요... 아이언맨 못잃어	1
335	추천합니다신나는 음악과 함께 감동과 눈물..	1
336	느린 전개, 단조로운 시나리오, 허무한 결말..소리도 없이 끝내버렸다.	1
337	세심하고 사실적인 디테일들이 다큐를 본것처럼 강하게 와닿았어요.  먹먹하고 눈물이나네요.	1
338	크리스마스 정신이 필요해	1
339	허진호 감독의 역량. 좀 아쉽지만 굿..	1
340	개연성이 떨어지고 실사보단 감성을 너무 집어 넣음 빨리 움직여야 하거나 마땅히 행동해야 할 때 멍청히 가만히 있는 건 뭐지..바보도 안할 행동들을 관객들로 멍하니 보게 만드는 스킬..ㅎ	0
341	연출이 별로여도 스토리는 좋다.	1
342	웃음,뭉클,감동,짠함 까지 연기들도 넘 잘하시고 쉽게 뭔가 메세지도 느껴지고 재밌게 시간가는줄 모르고 봤어요강추합니다!!	1
343	세월이 흘러 아이를 낳고 다시 이 영화를 보게됐어요 그때는 분노가 너무 심해서 다른 생각은 못했는데 지금은.. 엄마가되어 그런지..  더 화가나고 마음이 아프지만.. 나영이가 살아서 다행이다라는 생각이 드네요..앞으로 정말 행복한일들만 있었으면 좋겠고.. 조두순OOOO는 그누구보다 고통받다 뒤졌으면 좋겠습니다 영화 잘봤어요	1
344	두사람만의 대화로 가득 채워진 영화 ㅠㅠ	1
345	제목 누가 지었냐 ㅋㅋㅋㅋ 제목 때문에 반은 말아먹고 시작	0
346	브루노는 눈물 몇 방울로 철없이 저질러왔던 일들을 참회하고 새사람으로 태어나길 다짐했을까? 그렇게 믿고 싶지만 보통 그렇지 못한 현실이 서글프다.	1
347	여성들이 공감할 수 있는 영화	1
348	권상우 액션은 진짜 칭찬할만 하다!! 멋있긴 멋있네	1
349	유지태의 눈빛이 다했다	1
350	아 엑손가뭔가 연기하는거 보자마자 꺼버림..	0
351	처음부터 끝까지 완벽한 영화.한 장면 한 장면이 아름다워서 뇌속에 다 저장하고 싶었다.	1
352	ㅂㅅ:너무 열심히 하지말아요.대중: 개소리 말고 돈이나 갚아....	0
353	눈물 흘릴 수 밖에 없는 영화	1
354	남주 연기가 부족한지 몰입이 잘 안됨. 내용도 억지스러움이 있음. 대만, 일본의 평높은 멜로를 생각한다면 실망할수있음.	0
355	뭐지.. 마블 스파이더맨보고 우린 이런 캐릭이 없네? 우리도 얼른 하나 만들자하고 급조 한 느낌이랄까ㅋ 유치한걸 좋아해서 그래도 끝까지 잘 봤긴한데 이건 내가 tv로 봐서 그럴수도ㅋㅋ 마지막에 급식 먹는 씬은 좋았음ㅋㅋ 친구를 슈퍼맨을ㅋㅋ	0
356	두 분 연기력이 뛰어납니다	1
357	오 한국에서 이런 스타일의 영화가 나오다니 신선하네요ㅎ 배우들만 미국배우였다면 헐리우드 영화라 생각 될 정도로 한국에서 나오기 힘든 스타일의 영화 였습니다 가성비 갑 영화네요 재미있게 잘 봤습니다	1
358	별 생각없이 봤다가 오열한 영화. 한지민 너무 예쁘다.	1
359	딸이 학교에서 보고왔다고 같이보자고해서 보게됬는데..너무감동적이고 재미있고 어릴때 산타를 기다리던 추억이떠오르면서 좋았어요^^	1
360	마지막에 진심 펑펑 울었어요 .. 우리말 정말 소중함을 다시 한번 깨닫습니다 ..	1
361	이게 도대체 어떻게 9점대 영화인지 모르겠다. 재미없어서 하품만 몇번했다. 그리고 반미, 반일, 반대기업 감정을 아주 교묘히 은근하게 심어놓는다.	0
362	또 봐도 재밌다 ㅎ . . . .	1
363	알바 아니고, 영화를 관람한 일반 시민입니다.그냥 보세요.	1
364	재밌긴한데 평점이 왜이렇게 높냐 ㅋ	1
365	마음이 따뜻해지는 이런영화 죠아	1
366	두 번을 봐도 뭐를 본건지 모르겠어서 여기 들어와서 후기 읽는 중...너무 지루해서 서너번 나눠서 봄...	0
367	보는 내내 고구마 처먹은거같은 답답함 연기는 대박이었으나 스토리가 개똥망이라 여주인공 탓하게 됨 여주인공이 OO트롤 넷플릭스에서 봤는데도 후회됨	0
368	너무 재미있어요~~!!	1
369	과거의 나에게 전화해서 보지 말라고 하고 싶다	0
370	보는 내내 미쳐버리고 영화를 끄고 싶었다 더 보았다가는 죄책감과 우울함에 빠질것 같았다. 그리고 마지막 불로 인간들을 처벌할때 후련했다 나도 인간인데 말이다	1
371	다른건 다 좋은데 여주인공이 좀 답답. 그냥 CCTV보자고 하면 해결되는 문제인데 ㅎㅎ 뭐 그래선 영화가 안만들어지겠지만 ㅋㅋㅋ	0
372	그냥 볼만한 스릴러 영화	1
373	밥 본 집에서 나갈때 밥 본이 씨익 웃는거도 소름돋았고 앨런이랑 마주 보는데 점점 앨런의 표정이 달라지는 것과 마지막 꼬마가 앨런 집는 장면도 .. 생각이 많아지는 영화	1
374	전화는 성실히 받아야지...	1
375	최악! 왜 이렇게 영화를 만드는지,,,,감독이 이상함! 애들이 만들어도 이것보단 잘 만들겠네!별점 1개도 아깝네!!	0
376	최고의 영화. 델토로 연기 ㅎ ㄷ ㄷ	1
377	이 작품이 왜 평점을 8점씩이나 받았는지 모르겠다.스토리진행 방식은 아주 식상한 옛날 방식이고, 영상미또한 돋보이는것이 없었다.액션 씬에서도 어설프게 홍콩영화의 화려함을 전혀 어울리지 않는곳에 사용했지만, 그것도 제대로 활용한것도 아니다. 게다가 어줍잖은 대사로 억지로 멋있어 보일려는 의도와 마지막 부분에서는 다음편 예고인듯한 장면 또한 연관성있는 구성이 전혀 아니었다.  그냥 샤를리즈 테론의 미모만 돋보였다. 정도! 걍 시간 때우기보다 모자란 작품!!	0
378	리메이크한거면 중요한 감정선 부분을 잘 살려야지 감정선 부분 진심 일본판이랑 너무 다르고요 거짓말안하고 30분 잠  점수 잘주신분들 댓글알바 아닌가 의심될 정도네요,, ㅎ 너무 노잼 일본판의 조제에겐 행복하게 유모차타는 부분이 인상깊었는데 한국판은 조제 웃는 모습 아예없었던 것 같네요 원래 감상편 잘 안쓰는데 너무 노잼이라 써요	0
379	볼때마다  재밌다 111	1
380	기대보다 재밌는 영화!	1
381	조진웅 짱기대안했는데진짜재밌어요	1
382	진짜 오랜만에 따뜻하고 감동적인 영화 본 것 같아요여운이 많이 남는 영화네요덕분에 시원하게 펑펑 울고 스트레스 날렸어요!!	1
383	누구나 꼭 봐야하는 영화언플런트요즘 우리나라도 낙태법 폐지 시키려 안간힘을 쓰는데 ..반드시 막아야합니다또한 성정체성이 제대로 확립되지 않은 아이들에게 학생인권조례자  포괄적 성교육이다  동성애 합법화에다 말도 안되게 떠들어 대는데..그에 따른 음지에 대해선 알려 주지 않고 미화시켜 가르치는 편협된 교육방식 정말 괴롭습니다아이들에게 올바른 성 가치관과 아름다운 인간관계들과 생명을 사랑하는 마음을 물려줍시다언플런트 강추 합니다초등부터 모든 세대 다 보시길 권유합니다	1
384	한정된 공간에서 이끌어낼 수 있는 모든 것을 보여주는 영화모두가 그의 이야기에 푹 빠져들 때 나도 그 공간에 함께했다.	1
385	스토리, 배우들의 연기, 감동, 교훈, 음악 등등 최고의 영화였어요	1
386	내 인생 최고 영화중 하나모든게 다 완벽한 느낌이었음	1
387	재미와 감동 둘다 잡은 영화 ! 최고!	1
388	다행이다 소장용 결제해서.(다시 봐야 하는 사람만 좋아요)	1
389	이거 평점 왜이럼?  이 재미있는걸 통편집해서 극장판으로 만드는게 쉽냐??  드라마는 너무 장황해서 지루하던데 이건 딱좋아!	1
390	친구들과의 추억이 떠오르는 영화였습니다. 하지만 현실고증이 잘 안되었던거 같은건 제 착각일까요?? 재미있게 봤습니다	1
391	진짜 히어로물의 최악이다.역시DC는 마블을 따라갈수도없고 뒷북으로 마블흉내 내봤는데 전혀 감흥도없고....진짜 개핵노잼!돈주고 안본게 천만다행이네	0
